Customer_ID,Credit Score,Risk Category,Limit Amount,Probability of Default,On Time,DPD 30,DPD 60,DPD 90,Net Cash-flow,Credit Utilization,Debt to Income,Loan to Value,Education Level,City,Age,Marital Status,Business
256,43,High,670293,0.9408257408349815,0.2,0.2,0.3,0.3,532407.6282375554,0.8364443802866308,0.8574185449402751,0.815378711004888,Bachelors,Lahore,39,Widowed,Chemicals & Fertilizers
257,48,Medium,6571454,0.4481027918749104,0.4,0.3,0.2,0.1,7633586.056603301,0.6371892916709678,0.5063216481518955,0.6382743386433883,Bachelors,Lahore,36,Widowed,Food manufacturing
258,45,Medium,5937152,0.43457767562835414,0.4,0.3,0.2,0.1,5966032.501997279,0.619041869688781,0.5809966051113629,0.5780156644298233,Bachelors,Lahore,38,Married,Food manufacturing
259,15,High,841219,0.9631907058515983,0.2,0.2,0.3,0.3,566203.2292249481,0.9416946964054331,0.8780408341664387,0.8321207670233735,Masters or Higher,Islamabad,38,Single,Vegetable Oil and Ghee Mills
260,32,High,848416,0.9319181981888207,0.2,0.2,0.3,0.3,703847.6142581506,0.9259731697838447,0.8241886197694842,0.8219676713413477,Bachelors,Lahore,45,Widowed,Food manufacturing
261,22,High,695994,0.8736021883656614,0.2,0.2,0.3,0.3,615721.1191906551,0.9333391130567407,0.8365198817872317,0.965363806074721,Bachelors,Lahore,42,Single,Vegetable Oil and Ghee Mills
262,85,Low,42308813,0.04039811493813106,0.6,0.2,0.1,0.1,23598984.054127768,0.3782864587200684,0.3780980551498162,2.8033359601705623,Masters or Higher,Islamabad,47,Married,Mining & Minerals
263,1,High,576530,0.8759438069381773,0.2,0.2,0.3,0.3,774747.2702223395,0.9262738243005499,0.613304255152446,0.9148713223543068,Bachelors,Karachi,44,Widowed,Chemicals & Fertilizers
264,37,High,929328,0.9025428116799539,0.2,0.2,0.3,0.3,900712.8364982124,0.8537698435804226,0.7142387501219231,0.9125301024817104,Bachelors,Islamabad,32,Married,Crude Oil Refining
265,0,High,757002,0.8895428070900944,0.2,0.2,0.3,0.3,939993.5343195619,0.7706969821512877,0.6062637157184774,0.911316083989593,Bachelors,Islamabad,40,Married,Casting of Iron & Steel
266,47,Medium,5503372,0.6261941999759243,0.4,0.3,0.2,0.1,9560477.971492738,0.5088897936504466,0.5440386584894941,0.5062504257851029,Intermediate/A-level,Karachi,45,Widowed,Crude Oil Refining
267,53,Medium,5074476,0.575175853399908,0.4,0.3,0.2,0.1,9399536.468270082,0.4152905941346092,0.5061359789773964,0.7321551873564587,Masters or Higher,Karachi,39,Widowed,Food and Beverages
268,98,Low,31005040,0.2538576822555788,0.6,0.2,0.1,0.1,16980454.06406966,0.31964267852413164,0.26849870269630394,3.0534212520780146,Masters or Higher,Karachi,30,Widowed,Food manufacturing
269,82,Low,23634500,0.017956467122567044,0.6,0.2,0.1,0.1,23362506.4353607,0.3372471094088277,0.39361098146827883,1.9095781613374583,Intermediate/A-level,Karachi,40,Widowed,Crude Oil Refining
270,2,High,857603,0.9339817831714227,0.2,0.2,0.3,0.3,557193.7207674899,0.8053776481928459,0.6495733815305649,0.9439703044197271,Intermediate/A-level,Islamabad,46,Single,Food manufacturing
271,91,Low,18920648,0.35565091762866075,0.6,0.2,0.1,0.1,26227649.596935906,0.4888333831651366,0.3210190102926261,2.1514722069775054,Matric/O-level,Lahore,30,Married,Food manufacturing
272,96,Low,24322990,0.19391051152347227,0.6,0.2,0.1,0.1,25641929.278433934,0.48120810008855247,0.3008535496535657,4.757739037811565,Intermediate/A-level,Lahore,34,Widowed,Casting of Iron & Steel
273,43,High,918877,0.8767860090566482,0.2,0.2,0.3,0.3,801186.7348855373,0.9048062761710077,0.8378262191590513,0.9121330709244908,Bachelors,Islamabad,43,Single,Food manufacturing
274,95,Low,25591973,0.2838111843775346,0.6,0.2,0.1,0.1,15777057.964357639,0.42510012117857854,0.37932099468782154,1.197808880600422,Bachelors,Lahore,34,Single,Mining & Minerals
275,96,Low,26644373,0.12434545858544166,0.6,0.2,0.1,0.1,14861033.909860257,0.3075758007162118,0.3432067416529632,4.5795649655569255,Bachelors,Lahore,41,Single,Chemicals & Fertilizers
276,92,Low,30635291,0.18781785966568798,0.6,0.2,0.1,0.1,38107500.530471325,0.2857787648941956,0.38583275952603746,0.8878745111409506,Masters or Higher,Lahore,32,Single,Cotton
277,81,Low,41981510,0.10508711525763681,0.6,0.2,0.1,0.1,46632952.93614243,0.2919944107906997,0.30924723848869456,3.5124225020707,Intermediate/A-level,Karachi,27,Married,Food manufacturing
278,83,Low,20559736,0.14644714618429688,0.6,0.2,0.1,0.1,36918572.76063055,0.29735465347265755,0.3775271273701206,3.5138081105989993,Masters or Higher,Karachi,42,Single,Cotton
279,79,Low,42622793,0.15569795907775597,0.6,0.2,0.1,0.1,31496188.06397355,0.31181384226292774,0.3654408981146243,1.213213788638085,Bachelors,Karachi,37,Married,Food manufacturing
280,44,High,687656,0.8839805919838843,0.2,0.2,0.3,0.3,862368.7941934182,0.9637707230534308,0.645996737705818,0.8990904687552833,Masters or Higher,Faisalabad,47,Single,Food and Beverages
281,63,Medium,8520946,0.4872508662928612,0.4,0.3,0.2,0.1,5940761.697620962,0.5666376607307098,0.5366615979118218,0.6464787441610179,Intermediate/A-level,Multan,36,Married,Vegetable Oil and Ghee Mills
282,91,Low,18492124,0.08826513094267707,0.6,0.2,0.1,0.1,23654431.64021256,0.37524550494176845,0.3092646629993183,4.411168621468698,Bachelors,Islamabad,55,Widowed,Food manufacturing
283,19,High,577704,0.821288889113222,0.2,0.2,0.3,0.3,946930.1514412477,0.7765895335903794,0.6344895202161253,0.9979231001374471,Bachelors,Multan,40,Married,Food manufacturing
284,66,Medium,9168571,0.49246852037915934,0.4,0.3,0.2,0.1,5181509.245004046,0.5701777566200844,0.5328231815424368,0.6548084107495573,Intermediate/A-level,Islamabad,40,Married,Crude Oil Refining
285,72,Medium,6843745,0.4105407959033427,0.4,0.3,0.2,0.1,8296179.809034605,0.6870043488666785,0.538144136719894,0.6753328300153941,Intermediate/A-level,Lahore,40,Married,Cotton
286,79,Low,35401436,0.2061880289280048,0.6,0.2,0.1,0.1,28902328.926712297,0.33949038320885855,0.3861285967502285,4.375369287776979,Intermediate/A-level,Islamabad,25,Single,Cotton
287,48,Medium,5703161,0.4638530600229023,0.4,0.3,0.2,0.1,7309432.903559791,0.510480814576051,0.5867219350105348,0.6457426272193603,Masters or Higher,Karachi,39,Married,Food manufacturing
288,99,Low,40743623,0.25766253961155017,0.6,0.2,0.1,0.1,16240292.651958188,0.3893990871543579,0.2773369251506203,2.4472797070378673,Bachelors,Islamabad,42,Single,Vegetable Oil and Ghee Mills
289,89,Low,42908756,0.02728334112572639,0.6,0.2,0.1,0.1,29052492.063316192,0.32340001283342834,0.35693186118577824,1.0225218182958824,Bachelors,Karachi,36,Married,Mining & Minerals
290,100,Low,41430190,0.17100434792814934,0.6,0.2,0.1,0.1,43692088.987211496,0.4712383174561975,0.3612445051869523,3.431779220782362,Masters or Higher,Karachi,35,Single,Food manufacturing
291,73,Medium,8959339,0.5972853027562146,0.4,0.3,0.2,0.1,9555143.24819738,0.5960720420525816,0.5470058334239978,0.7430659363892745,Bachelors,Karachi,46,Widowed,Vegetable Oil and Ghee Mills
292,71,Medium,9733225,0.5553755170976837,0.4,0.3,0.2,0.1,5023666.700455559,0.4523872428199316,0.5333582627912619,0.6732551554777274,Masters or Higher,Lahore,32,Married,Vegetable Oil and Ghee Mills
293,40,High,564920,0.7690694774334415,0.2,0.2,0.3,0.3,814864.5435964919,0.8287306995927642,0.6651222681483342,0.9364596148030624,Intermediate/A-level,Islamabad,33,Widowed,Food manufacturing
294,100,Low,45488005,0.11100684192715737,0.6,0.2,0.1,0.1,11932913.83462237,0.2732326633925821,0.39815031679387375,1.3098626363250117,Bachelors,Karachi,35,Married,Cotton
295,50,Medium,8364564,0.5559570645877386,0.4,0.3,0.2,0.1,6016243.174924742,0.645413861151674,0.5093960843098135,0.5060398738713038,Bachelors,Karachi,48,Single,Cotton
296,83,Low,32130083,0.04374047105664869,0.6,0.2,0.1,0.1,46394914.479812264,0.4974125281688584,0.3584447975945183,4.632980347283713,Masters or Higher,Faisalabad,42,Married,Cotton
297,85,Low,47310705,0.267516173301506,0.6,0.2,0.1,0.1,35541092.110071495,0.3609661607195867,0.3212234289292618,4.896994984095653,Bachelors,Faisalabad,41,Widowed,Cotton
298,89,Low,33770688,0.1764445807773225,0.6,0.2,0.1,0.1,34237659.46742438,0.2650827380552371,0.28746874098626074,3.4857971801582894,Bachelors,Islamabad,38,Married,Cotton
299,69,Medium,6739509,0.6205517448439751,0.4,0.3,0.2,0.1,6968632.6928760465,0.5093769704145886,0.584171431464478,0.6989931026637792,Intermediate/A-level,Multan,35,Single,Crude Oil Refining
300,80,Low,16380819,0.0984965482407889,0.6,0.2,0.1,0.1,12428855.455216752,0.29199668028170545,0.3595056586680376,4.32008787395231,Bachelors,Karachi,44,Widowed,Cotton
301,82,Low,47470471,0.25123322717508356,0.6,0.2,0.1,0.1,24731339.361501332,0.46845690359000713,0.3256060258742735,4.961187057202778,Bachelors,Karachi,39,Widowed,Food manufacturing
302,14,High,910537,0.8694023828174813,0.2,0.2,0.3,0.3,843189.3039659087,0.7868298542071622,0.6667726976456319,0.8963172247131157,Intermediate/A-level,Lahore,33,Married,Vegetable Oil and Ghee Mills
303,41,High,571951,0.9749622302244688,0.2,0.2,0.3,0.3,501117.87366704387,0.7729867122363159,0.746873398563019,0.7969183193682553,Masters or Higher,Islamabad,48,Widowed,Vegetable Oil and Ghee Mills
304,92,Low,24767960,0.0498904486260604,0.6,0.2,0.1,0.1,30008946.880215194,0.2889151894434222,0.29276270121519105,3.3473175033561557,Bachelors,Faisalabad,42,Married,Casting of Iron & Steel
305,34,High,670243,0.9218606794632168,0.2,0.2,0.3,0.3,722377.7781695565,0.7124114463354657,0.8069317082214831,0.7941271421389293,Masters or Higher,Islamabad,30,Widowed,Vegetable Oil and Ghee Mills
306,37,High,894816,0.7843655092981887,0.2,0.2,0.3,0.3,924735.3772052703,0.8993339760912181,0.7640132779333773,0.9233188771764238,Bachelors,Lahore,38,Single,Casting of Iron & Steel
307,2,High,636007,0.9549823898241186,0.2,0.2,0.3,0.3,796922.3373520935,0.9243691513935484,0.6148976434872706,0.9534311947204197,Matric/O-level,Karachi,38,Widowed,Vegetable Oil and Ghee Mills
308,92,Low,34719603,0.25218834370150867,0.6,0.2,0.1,0.1,19846080.22232783,0.48848835798843765,0.30962600361926124,1.525581521900412,Bachelors,Karachi,37,Widowed,Vegetable Oil and Ghee Mills
309,82,Low,42651710,0.17937527552752208,0.6,0.2,0.1,0.1,37683207.77173867,0.34285440671425915,0.34443878293043295,1.0627131553117686,Intermediate/A-level,Lahore,41,Widowed,Mining & Minerals
310,100,Low,29820738,0.16523530848589818,0.6,0.2,0.1,0.1,25482679.796486825,0.2648880212996715,0.25630848895592306,4.539888252505018,Bachelors,Faisalabad,35,Single,Vegetable Oil and Ghee Mills
311,77,Low,31596115,0.34443942295926766,0.6,0.2,0.1,0.1,46027402.02679196,0.3174655700284356,0.3068086801325767,3.2633360573116206,Bachelors,Islamabad,42,Widowed,Food manufacturing
312,52,Medium,9167555,0.4164086757658475,0.4,0.3,0.2,0.1,7272267.164435461,0.6949799758162505,0.5105050471682451,0.5539983610431022,Masters or Higher,Karachi,45,Widowed,Cotton
313,55,Medium,8367873,0.6286256787985797,0.4,0.3,0.2,0.1,7337319.681634272,0.6357277619211082,0.5913843575233463,0.5061841663332034,Bachelors,Multan,42,Married,Cotton
314,89,Low,23304155,0.1289732314437434,0.6,0.2,0.1,0.1,49396430.35155618,0.3960415469824705,0.3807641863278576,1.5691861803252913,Bachelors,Karachi,29,Married,Cotton
315,80,Low,26588304,0.29075519652218074,0.6,0.2,0.1,0.1,35856042.57231176,0.4010738805784185,0.2690485342686548,4.162142851267498,Masters or Higher,Karachi,36,Widowed,Cotton
316,0,High,960920,0.708733393009771,0.2,0.2,0.3,0.3,635424.5023458553,0.7586039805156529,0.7279808205989899,0.8747746148286812,Masters or Higher,Islamabad,32,Widowed,Vegetable Oil and Ghee Mills
317,76,Low,24658181,0.003291117907391894,0.6,0.2,0.1,0.1,48819966.09140259,0.49840927964684345,0.30193743931035744,3.709180241842737,Bachelors,Karachi,39,Single,Vegetable Oil and Ghee Mills
318,17,High,746238,0.8413941567078479,0.2,0.2,0.3,0.3,725508.9998515609,0.9865311771769649,0.6625113833220758,0.8262086429871427,Intermediate/A-level,Karachi,42,Single,Food manufacturing
319,89,Low,26099156,0.01716225802009108,0.6,0.2,0.1,0.1,45590497.70518702,0.44030641946205196,0.3856797319675654,1.0881122126790508,Intermediate/A-level,Lahore,48,Married,Food manufacturing
320,27,High,984887,0.7851575636920025,0.2,0.2,0.3,0.3,562531.4780505651,0.7316891009682941,0.8015357247676068,0.8163137154322233,Bachelors,Lahore,34,Married,Food manufacturing
321,71,Medium,5752605,0.6373955640572735,0.4,0.3,0.2,0.1,5636926.941105818,0.5171664157093527,0.5322609261684027,0.7126760810133828,Intermediate/A-level,Islamabad,51,Married,Chemicals & Fertilizers
322,100,Low,30909031,0.14871007569126915,0.6,0.2,0.1,0.1,23454070.722649015,0.4410145957428897,0.3641076504309217,4.304705588734927,Bachelors,Faisalabad,34,Married,Vegetable Oil and Ghee Mills
323,83,Low,33730583,0.20410615701828172,0.6,0.2,0.1,0.1,30725520.247800037,0.31736493672164756,0.3055523173643007,3.3743261164788576,Intermediate/A-level,Lahore,41,Widowed,Cotton
324,48,Medium,9814737,0.6064407358525211,0.4,0.3,0.2,0.1,9898400.69183505,0.5169311233708174,0.5778488544182514,0.6985438179269343,Intermediate/A-level,Islamabad,36,Single,Food manufacturing
325,100,Low,19896782,0.25681229903198843,0.6,0.2,0.1,0.1,23585012.10623085,0.41394444309533673,0.3454683130808464,3.9584460755200688,Intermediate/A-level,Lahore,33,Married,Food manufacturing
326,77,Low,38113997,0.06969552847913152,0.6,0.2,0.1,0.1,28852935.23605873,0.256115815989293,0.34910434530334894,3.6222474687653348,Masters or Higher,Islamabad,48,Married,Cotton
327,92,Low,49859920,0.031839503184233675,0.6,0.2,0.1,0.1,14886501.248685015,0.40773385743335994,0.30765407348287194,2.3391559684064434,Masters or Higher,Karachi,41,Single,Mining & Minerals
328,66,Medium,8256682,0.4053575511822667,0.4,0.3,0.2,0.1,5902773.209996801,0.49499821101020036,0.5183885707925535,0.580020816064656,Bachelors,Lahore,44,Single,Food and Beverages
329,15,High,972433,0.8060620180700153,0.2,0.2,0.3,0.3,604279.1119211611,0.8980684768849075,0.737196157011885,0.9907755071052723,Intermediate/A-level,Lahore,27,Married,Cotton
330,45,Medium,8418350,0.4329667156228605,0.4,0.3,0.2,0.1,5697859.427852295,0.5394649342898608,0.5873563172732086,0.5730797070783239,Intermediate/A-level,Islamabad,36,Single,Cotton
331,21,High,878555,0.8691147449028209,0.2,0.2,0.3,0.3,553753.5288863475,0.7674854237982701,0.6024146160442645,0.773279740873444,Matric/O-level,Lahore,41,Married,Vegetable Oil and Ghee Mills
332,45,Medium,6908911,0.5164725821058695,0.4,0.3,0.2,0.1,8758286.944460053,0.523720990710816,0.5646961078850481,0.6116846481793123,Masters or Higher,Lahore,37,Single,Food manufacturing
333,76,Low,23674484,0.10559877707287879,0.6,0.2,0.1,0.1,36740933.70028697,0.3451915470828156,0.3511133529650867,3.3892405684025935,Bachelors,Karachi,48,Married,Vegetable Oil and Ghee Mills
334,93,Low,45071698,0.0050305287363272555,0.6,0.2,0.1,0.1,21234508.364639938,0.2647712846318707,0.33199264309678095,4.584616765128259,Bachelors,Multan,46,Married,Chemicals & Fertilizers
335,35,High,928361,0.9407753922856235,0.2,0.2,0.3,0.3,602387.887923227,0.970901537843549,0.814973359630899,0.9530402970350998,Masters or Higher,Islamabad,44,Widowed,Chemicals & Fertilizers
336,41,High,795110,0.7566994108713483,0.2,0.2,0.3,0.3,672106.629237754,0.9789217594456673,0.7727530454523608,0.8506060711988797,Intermediate/A-level,Lahore,32,Married,Vegetable Oil and Ghee Mills
337,94,Low,33222403,0.1758319563855575,0.6,0.2,0.1,0.1,22320535.112826496,0.4230624970512329,0.3939803346232623,4.860595311446937,Intermediate/A-level,Karachi,43,Single,Food manufacturing
338,98,Low,44280599,0.21227352205054661,0.6,0.2,0.1,0.1,25160276.630150296,0.30181535799169557,0.2741238786094611,4.592878173531858,Masters or Higher,Islamabad,46,Married,Vegetable Oil and Ghee Mills
339,22,High,903204,0.7119701856012209,0.2,0.2,0.3,0.3,990699.307632373,0.8668997113842879,0.7085052511985646,0.8473171659639882,Intermediate/A-level,Lahore,42,Widowed,Vegetable Oil and Ghee Mills
340,47,Medium,5075271,0.4749417562817685,0.4,0.3,0.2,0.1,6051525.381953539,0.5055740356132781,0.5653445652240848,0.585454685934883,Bachelors,Lahore,39,Married,Chemicals & Fertilizers
341,96,Low,43991050,0.08627041069737507,0.6,0.2,0.1,0.1,28195333.533604562,0.36932890175787736,0.25764805649307193,3.9026032129711,Bachelors,Lahore,37,Single,Cotton
342,4,High,963878,0.9560159766550874,0.2,0.2,0.3,0.3,735022.3531603883,0.786932114665409,0.846460241811907,0.9477600207678869,Bachelors,Lahore,37,Married,Cotton
343,91,Low,37471485,0.3872687140771478,0.6,0.2,0.1,0.1,36447499.929895654,0.33243381740672967,0.38780942575272664,4.044199960991779,Bachelors,Karachi,38,Married,Food manufacturing
344,99,Low,38291528,0.11996917651724448,0.6,0.2,0.1,0.1,21352999.050609805,0.4628128783345524,0.399462608844104,4.243537092441762,Masters or Higher,Lahore,37,Widowed,Chemicals & Fertilizers
345,66,Medium,7741551,0.5616108278393853,0.4,0.3,0.2,0.1,8545395.211120106,0.5841984166947434,0.5403427895565825,0.6739961536057971,Intermediate/A-level,Islamabad,36,Widowed,Vegetable Oil and Ghee Mills
346,100,Low,36471614,0.23944756760837238,0.6,0.2,0.1,0.1,44849032.96977633,0.49187635334050983,0.32603341544427694,3.917358562235347,Intermediate/A-level,Islamabad,38,Widowed,Cotton
347,81,Low,45552649,0.1450860412821341,0.6,0.2,0.1,0.1,30064402.706606243,0.37416552899709843,0.3543142479627487,3.8098963944889674,Bachelors,Karachi,40,Single,Chemicals & Fertilizers
348,71,Medium,9876643,0.4444533620980876,0.4,0.3,0.2,0.1,5276731.614846454,0.4359838530981951,0.5284127672568627,0.6513994175550769,Masters or Higher,Faisalabad,32,Widowed,Cotton
349,43,High,508201,0.987954056650778,0.2,0.2,0.3,0.3,766814.8018391802,0.9506232496739877,0.7156777561915381,0.7817830818100627,Bachelors,Lahore,43,Single,Chemicals & Fertilizers
350,28,High,633811,0.989937702454565,0.2,0.2,0.3,0.3,525150.4942599889,0.9488037397990643,0.650364759297458,0.9777881793718086,Bachelors,Islamabad,36,Married,Cotton
351,58,Medium,5258042,0.43347646570802834,0.4,0.3,0.2,0.1,9071449.26480808,0.6260439114031288,0.530862262171352,0.6336614103007411,Intermediate/A-level,Islamabad,38,Married,Casting of Iron & Steel
352,98,Low,46130828,0.12542966643197284,0.6,0.2,0.1,0.1,39003568.27035862,0.3733868840906355,0.36754983293900767,3.894928796108199,Bachelors,Lahore,33,Widowed,Food manufacturing
353,52,Medium,6999531,0.5764876055863893,0.4,0.3,0.2,0.1,7113710.13777883,0.5523336954738354,0.5727968228932735,0.5485750321834075,Masters or Higher,Islamabad,41,Single,Food manufacturing
354,10,High,860157,0.9958638348061409,0.2,0.2,0.3,0.3,847601.5796710292,0.8899618409606155,0.6961350062693905,0.936294824252173,Masters or Higher,Karachi,40,Married,Food manufacturing
355,89,Low,44500144,0.22769505116060362,0.6,0.2,0.1,0.1,43579534.40737626,0.38424893409648353,0.2927899701725068,2.337752190373386,Bachelors,Islamabad,37,Widowed,Crude Oil Refining
356,60,Medium,8414012,0.46524740636753037,0.4,0.3,0.2,0.1,5170994.487193738,0.40657773053156615,0.5390251186233113,0.5192404145287952,Masters or Higher,Multan,40,Widowed,Vegetable Oil and Ghee Mills
357,41,High,976260,0.9160942407671295,0.2,0.2,0.3,0.3,759895.380562149,0.9595262715748132,0.6872477098614521,0.8116576291346737,Masters or Higher,Islamabad,42,Married,Cotton
358,81,Low,18882367,0.31506474808553053,0.6,0.2,0.1,0.1,13015606.931433452,0.3791619086330065,0.3031579282425607,4.898931303362936,Masters or Higher,Lahore,34,Single,Cotton
359,75,Medium,8196018,0.5783474273805493,0.4,0.3,0.2,0.1,9980332.75261322,0.48577953618632086,0.5081752143752454,0.5117900337528976,Intermediate/A-level,Faisalabad,44,Widowed,Food manufacturing
360,3,High,995921,0.7644160979576621,0.2,0.2,0.3,0.3,526426.0567238948,0.7870306834270159,0.7474318160468097,0.77615579452649,Intermediate/A-level,Islamabad,46,Single,Crude Oil Refining
361,82,Low,32025119,0.23077207888729245,0.6,0.2,0.1,0.1,40241322.93588419,0.26350034132109224,0.34765586864396797,4.622817230933342,Intermediate/A-level,Karachi,40,Married,Cotton
362,66,Medium,6427653,0.5136753997547532,0.4,0.3,0.2,0.1,5421811.6970849335,0.6693410881922748,0.5197721863782435,0.6496405651845149,Masters or Higher,Faisalabad,40,Widowed,Cotton
363,91,Low,13274404,0.14441159094958755,0.6,0.2,0.1,0.1,29506674.18403637,0.44258425761020803,0.29151763962006844,1.4536514311878934,Masters or Higher,Lahore,36,Married,Casting of Iron & Steel
364,94,Low,35529329,0.22668052357964363,0.6,0.2,0.1,0.1,12019706.199907163,0.44051698391798255,0.31276220784753345,0.7255187290218701,Bachelors,Faisalabad,35,Married,Vegetable Oil and Ghee Mills
365,40,High,971656,0.8581878549786116,0.2,0.2,0.3,0.3,809878.9316866675,0.7401440128256818,0.8053376564270871,0.8625771976075631,Bachelors,Islamabad,37,Single,Crude Oil Refining
366,58,Medium,8243929,0.5025670023429715,0.4,0.3,0.2,0.1,5012554.833907997,0.49723181492254465,0.5372680539697262,0.5087923538043244,Intermediate/A-level,Islamabad,43,Married,Vegetable Oil and Ghee Mills
367,93,Low,45368333,0.3297115791082519,0.6,0.2,0.1,0.1,37072710.592457004,0.33129920764438076,0.38019911085744185,0.37111230921858795,Bachelors,Islamabad,37,Widowed,Cotton
368,39,High,997359,0.8886072795959185,0.2,0.2,0.3,0.3,615150.8646376008,0.8174721546564376,0.7729769281434166,0.7621158960764207,Intermediate/A-level,Islamabad,37,Single,Vegetable Oil and Ghee Mills
369,7,High,721759,0.7204897707471001,0.2,0.2,0.3,0.3,981388.0285165005,0.9078278886151747,0.7128886055621799,0.9813909460795698,Intermediate/A-level,Lahore,46,Single,Food manufacturing
370,83,Low,38402848,0.05752400269752067,0.6,0.2,0.1,0.1,45870347.724279515,0.47007999264966027,0.378437724240997,3.1269085816806164,Intermediate/A-level,Karachi,40,Widowed,Cotton
371,83,Low,49861156,0.3834029183011002,0.6,0.2,0.1,0.1,46068741.12695471,0.31696732223569385,0.3147789612193022,1.2923188408258304,Bachelors,Lahore,42,Married,Vegetable Oil and Ghee Mills
372,30,High,887704,0.9961217894807103,0.2,0.2,0.3,0.3,682453.8057010095,0.9999542344104408,0.7613917350057158,0.9106908804559584,Intermediate/A-level,Lahore,36,Married,Food manufacturing
373,9,High,545535,0.8813920493509619,0.2,0.2,0.3,0.3,562854.3904271101,0.8485812383272414,0.6714945006471693,0.9784634329670043,Bachelors,Lahore,42,Single,Cotton
374,25,High,653042,0.8416339989051832,0.2,0.2,0.3,0.3,621731.5551847857,0.8574064625516532,0.6685664704782981,0.8550253355004187,Bachelors,Karachi,32,Married,Food manufacturing
375,46,Medium,7567361,0.4720007077338866,0.4,0.3,0.2,0.1,6369080.621060431,0.6280816673603293,0.5268225560464198,0.6516580597091092,Masters or Higher,Karachi,43,Widowed,Food manufacturing
376,77,Low,46385922,0.15244757976307244,0.6,0.2,0.1,0.1,20814051.20638489,0.437274526521069,0.36072133204196666,0.9732192597489792,Bachelors,Islamabad,43,Married,Food manufacturing
377,95,Low,37965624,0.332945514785675,0.6,0.2,0.1,0.1,26801583.22201585,0.4386409281057666,0.339185002638583,1.8132920820041107,Intermediate/A-level,Islamabad,39,Widowed,Vegetable Oil and Ghee Mills
378,95,Low,13738641,0.37186461975263796,0.6,0.2,0.1,0.1,15045012.483616369,0.4013371856539639,0.3487738080626876,4.95584027601999,Bachelors,Lahore,31,Widowed,Mining & Minerals
379,88,Low,24298434,0.11541448153563105,0.6,0.2,0.1,0.1,39147684.99703582,0.3374693419329987,0.35066829792173493,1.4279758683750725,Masters or Higher,Lahore,46,Widowed,Vegetable Oil and Ghee Mills
380,58,Medium,6731724,0.5922983784495047,0.4,0.3,0.2,0.1,5976305.176724834,0.4560563796754495,0.5858200319979167,0.5021666302899837,Intermediate/A-level,Multan,34,Single,Casting of Iron & Steel
381,51,Medium,8186350,0.46521885681567965,0.4,0.3,0.2,0.1,7832669.473292646,0.4554460429588833,0.584048911132825,0.7132459882035787,Intermediate/A-level,Lahore,39,Widowed,Mining & Minerals
382,18,High,981754,0.7352890795882007,0.2,0.2,0.3,0.3,944936.0569004951,0.8015075403279007,0.7741843119712273,0.9159883068934939,Bachelors,Karachi,39,Widowed,Food manufacturing
383,32,High,763908,0.9819905284663714,0.2,0.2,0.3,0.3,906211.6427222309,0.798052983893558,0.6163992931124844,0.9973361787381669,Bachelors,Karachi,44,Single,Vegetable Oil and Ghee Mills
384,69,Medium,6285649,0.4626948051875305,0.4,0.3,0.2,0.1,6993000.124211226,0.43564529751980274,0.5418117409001798,0.6501603403133428,Bachelors,Lahore,45,Widowed,Mining & Minerals
385,92,Low,35658726,0.06981784108223887,0.6,0.2,0.1,0.1,48471001.93075792,0.33139162586844323,0.2997946149292267,3.4886815327161202,Matric/O-level,Karachi,40,Married,Mining & Minerals
386,1,High,922169,0.9532296071528593,0.2,0.2,0.3,0.3,735671.8252274027,0.9163182090216739,0.7248111447515487,0.9757328034612006,Bachelors,Karachi,42,Widowed,Vegetable Oil and Ghee Mills
387,54,Medium,7656051,0.5587704566261312,0.4,0.3,0.2,0.1,9069494.014235584,0.534104138408518,0.5315885129043614,0.5120009770836074,Bachelors,Islamabad,40,Married,Cotton
388,62,Medium,5693433,0.6517143843972417,0.4,0.3,0.2,0.1,6544275.726668922,0.5799128094816852,0.5528943207671382,0.5773162367992906,Masters or Higher,Multan,41,Widowed,Food and Beverages
389,80,Low,32925941,0.35401606024375154,0.6,0.2,0.1,0.1,25635749.445383713,0.3954617628768097,0.29315348960469845,1.4048271648125297,Matric/O-level,Lahore,38,Widowed,Cotton
390,29,High,796398,0.8546477238210458,0.2,0.2,0.3,0.3,783717.0430057058,0.7391238776588099,0.6570776747694751,0.8424903935163522,Masters or Higher,Islamabad,37,Married,Vegetable Oil and Ghee Mills
391,70,Medium,7372868,0.5116866559946189,0.4,0.3,0.2,0.1,7499451.042120213,0.6813643837987969,0.5313139340836737,0.5505258124025083,Intermediate/A-level,Karachi,37,Single,Food manufacturing
392,9,High,896091,0.7029774253609165,0.2,0.2,0.3,0.3,846297.630020971,0.9166630647310311,0.7864399014562262,0.8488320950426975,Bachelors,Karachi,35,Widowed,Food and Beverages
393,99,Low,13950509,0.32837905647985266,0.6,0.2,0.1,0.1,45269513.09399343,0.4539463731812356,0.3693698637548253,3.718143049470612,Intermediate/A-level,Multan,45,Single,Mining & Minerals
394,61,Medium,5280344,0.4322631866935245,0.4,0.3,0.2,0.1,6355144.169229174,0.40790118210742565,0.5340000061084694,0.6563550735818123,Bachelors,Faisalabad,36,Single,Food manufacturing
395,90,Low,35312410,0.12513188075061565,0.6,0.2,0.1,0.1,46970262.091677584,0.37498392184838925,0.37629199348210596,0.5086890805910915,Bachelors,Multan,41,Married,Mining & Minerals
